subj,month,Speaker,n,PC,sex,MOTedu,MOTwork,MOTworkhours,FATwork,FATworkhours,Siblings18,Siblings,SibsYN,SibGroup,SibsDiscrete,MOTedulevel,MOTage,PVT.ED,PVT.score,Log.n
07,11,TOY,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,0.0
07,12,TOY,4.0,0.028368794326241134,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,1.6094379124341003
07,13,TOY,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,0.0
07,14,TOY,3.0,0.024793388429752067,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,1.3862943611198906
07,15,TOY,9.0,0.039473684210526314,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,2.302585092994046
07,16,TOY,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,0.0
07,17,TOY,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,0.0
08,06,TOY,0.0,0.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,0.0
08,07,TOY,0.0,0.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,0.0
08,08,TOY,0.0,0.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,0.0
08,09,TOY,0.0,0.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,0.0
08,10,TOY,0.0,0.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,0.0
08,11,TOY,0.0,0.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,0.0
08,12,TOY,0.0,0.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,0.0
08,13,TOY,0.0,0.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,0.0
08,14,TOY,0.0,0.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,0.0
08,15,TOY,0.0,0.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,0.0
08,16,TOY,0.0,0.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,0.0
08,17,TOY,0.0,0.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,0.0
09,06,TOY,49.0,1.0,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,3.912023005428146
09,07,TOY,34.0,0.5573770491803278,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,3.5553480614894135
09,08,TOY,61.0,0.9384615384615385,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,4.127134385045092
09,09,TOY,21.0,0.12,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,3.091042453358316
09,10,TOY,27.0,0.5294117647058824,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,3.332204510175204
09,11,TOY,37.0,1.0,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,3.6375861597263857
09,12,TOY,3.0,0.0125,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,1.3862943611198906
09,13,TOY,21.0,0.15789473684210525,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,3.091042453358316
09,14,TOY,3.0,0.02027027027027027,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,1.3862943611198906
09,17,TOY,16.0,0.064,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,2.833213344056216
10,06,TOY,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,07,TOY,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,08,TOY,5.0,0.046296296296296294,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,1.791759469228055
10,09,TOY,14.0,0.06422018348623854,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,2.70805020110221
10,10,TOY,26.0,0.09219858156028368,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,3.295836866004329
10,11,TOY,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,12,TOY,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,13,TOY,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,14,TOY,38.0,0.14671814671814673,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,3.6635616461296463
10,15,TOY,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,16,TOY,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,17,TOY,4.0,0.025157232704402517,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,1.6094379124341003
11,06,TOY,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,0.0
11,07,TOY,17.0,0.04985337243401759,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,2.8903717578961645
11,08,TOY,10.0,0.03731343283582089,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,2.3978952727983707
11,09,TOY,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,0.0
11,10,TOY,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,0.0
11,11,TOY,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,0.0
11,12,TOY,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,0.0
11,13,TOY,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,0.0
11,14,TOY,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,0.0
11,15,TOY,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,0.0
11,16,TOY,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,0.0
11,17,TOY,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,0.0
12,06,TOY,18.0,0.03035413153456998,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,2.9444389791664403
12,07,TOY,24.0,0.0653950953678474,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,3.2188758248682006
12,08,TOY,0.0,0.0,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,0.0
12,09,TOY,0.0,0.0,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,0.0
12,10,TOY,38.0,0.1314878892733564,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,3.6635616461296463
12,11,TOY,9.0,0.06666666666666667,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,2.302585092994046
12,12,TOY,11.0,0.05238095238095238,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,2.4849066497880004
12,13,TOY,26.0,0.09701492537313433,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,3.295836866004329
12,14,TOY,1.0,0.002824858757062147,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,0.6931471805599453
12,15,TOY,0.0,0.0,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,0.0
12,16,TOY,28.0,0.08115942028985507,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,3.367295829986474
12,17,TOY,0.0,0.0,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,0.0
13,06,TOY,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,07,TOY,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,08,TOY,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,09,TOY,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,10,TOY,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,11,TOY,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,12,TOY,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,13,TOY,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,14,TOY,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,15,TOY,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,16,TOY,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,17,TOY,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
14,06,TOY,2.0,0.0125,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,1.0986122886681098
14,07,TOY,18.0,0.07929515418502203,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,2.9444389791664403
14,08,TOY,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
14,09,TOY,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
14,10,TOY,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
14,11,TOY,7.0,0.07,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,2.0794415416798357
14,12,TOY,4.0,0.025477707006369428,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,1.6094379124341003
14,13,TOY,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
14,14,TOY,15.0,0.04504504504504504,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,2.772588722239781
14,15,TOY,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
14,16,TOY,9.0,0.0391304347826087,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,2.302585092994046
14,17,TOY,2.0,0.008368200836820083,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,1.0986122886681098
15,06,TOY,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,07,TOY,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,08,TOY,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,09,TOY,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,10,TOY,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,11,TOY,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,12,TOY,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,13,TOY,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,14,TOY,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,15,TOY,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,16,TOY,8.0,0.04819277108433735,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,2.1972245773362196
15,17,TOY,2.0,0.012903225806451613,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,1.0986122886681098
16,06,TOY,35.0,0.9459459459459459,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,3.58351893845611
16,07,TOY,15.0,0.05,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,2.772588722239781
16,08,TOY,1.0,0.003787878787878788,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,0.6931471805599453
16,09,TOY,2.0,1.0,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,1.0986122886681098
16,10,TOY,36.0,0.1572052401746725,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,3.6109179126442243
16,11,TOY,12.0,0.06779661016949153,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,2.5649493574615367
16,12,TOY,8.0,0.8888888888888888,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,2.1972245773362196
16,13,TOY,20.0,0.0784313725490196,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,3.044522437723423
16,14,TOY,15.0,0.5,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,2.772588722239781
16,15,TOY,6.0,0.01639344262295082,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,1.9459101490553132
16,16,TOY,5.0,0.017123287671232876,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,1.791759469228055
16,17,TOY,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,0.0
17,07,TOY,8.0,0.024024024024024024,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,2.1972245773362196
17,08,TOY,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
17,09,TOY,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
17,10,TOY,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
17,11,TOY,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
17,12,TOY,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
17,13,TOY,8.0,0.029197080291970802,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,2.1972245773362196
17,14,TOY,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
17,15,TOY,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
17,16,TOY,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
17,17,TOY,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
18,06,TOY,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,0.0
18,07,TOY,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,0.0
18,08,TOY,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,0.0
18,09,TOY,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,0.0
18,10,TOY,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,0.0
18,11,TOY,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,0.0
18,12,TOY,1.0,0.012987012987012988,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,0.6931471805599453
18,13,TOY,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,0.0
18,14,TOY,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,0.0
18,15,TOY,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,0.0
18,16,TOY,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,0.0
18,17,TOY,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,0.0
19,06,TOY,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,07,TOY,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,08,TOY,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,09,TOY,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,10,TOY,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,11,TOY,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,12,TOY,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,13,TOY,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,14,TOY,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,15,TOY,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,16,TOY,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,17,TOY,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
20,06,TOY,0.0,0.0,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.0
20,07,TOY,0.0,0.0,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.0
20,08,TOY,11.0,0.06875,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,2.4849066497880004
20,09,TOY,3.0,0.04225352112676056,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,1.3862943611198906
20,10,TOY,30.0,0.35714285714285715,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,3.4339872044851463
20,11,TOY,1.0,0.009345794392523364,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.6931471805599453
20,12,TOY,0.0,0.0,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.0
20,13,TOY,3.0,0.022222222222222223,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,1.3862943611198906
20,14,TOY,1.0,0.009345794392523364,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.6931471805599453
20,15,TOY,19.0,0.152,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,2.995732273553991
20,16,TOY,2.0,0.011695906432748537,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,1.0986122886681098
20,17,TOY,0.0,0.0,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.0
21,06,TOY,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
21,07,TOY,6.0,0.06060606060606061,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,1.9459101490553132
21,08,TOY,17.0,0.16666666666666666,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,2.8903717578961645
21,09,TOY,40.0,0.3007518796992481,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,3.713572066704308
21,10,TOY,12.0,0.10526315789473684,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,2.5649493574615367
21,11,TOY,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
21,12,TOY,22.0,0.16793893129770993,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,3.1354942159291497
21,13,TOY,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
21,14,TOY,6.0,0.05309734513274336,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,1.9459101490553132
21,15,TOY,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
21,16,TOY,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
21,17,TOY,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
22,06,TOY,0.0,0.0,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.0
22,07,TOY,0.0,0.0,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.0
22,08,TOY,33.0,0.19186046511627908,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,3.5263605246161616
22,09,TOY,29.0,0.14427860696517414,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,3.4011973816621555
22,10,TOY,11.0,0.08661417322834646,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,2.4849066497880004
22,11,TOY,2.0,0.024390243902439025,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,1.0986122886681098
22,12,TOY,1.0,0.005681818181818182,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.6931471805599453
22,13,TOY,0.0,0.0,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.0
22,14,TOY,1.0,0.007407407407407408,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.6931471805599453
22,15,TOY,39.0,0.3023255813953488,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,3.6888794541139363
22,16,TOY,4.0,0.01702127659574468,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,1.6094379124341003
22,17,TOY,0.0,0.0,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.0
23,06,TOY,0.0,0.0,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,0.0
23,07,TOY,0.0,0.0,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,0.0
23,08,TOY,0.0,0.0,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,0.0
23,09,TOY,3.0,0.12,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,1.3862943611198906
23,10,TOY,0.0,0.0,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,0.0
23,11,TOY,0.0,0.0,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,0.0
23,12,TOY,0.0,0.0,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,0.0
23,13,TOY,0.0,0.0,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,0.0
23,14,TOY,0.0,0.0,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,0.0
23,15,TOY,77.0,0.4207650273224044,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,4.356708826689592
