subj,month,sex,MOTedulevel,age_mom,PVTscore,SibsYN,Siblings6,Siblings18,SibGroup6,SibGroup18,Total.words,Log.Totalwords,tokens_video,types_video,tokens_audio,types_audio,Log.tokens_video,Log.types_video,Log.tokens_audio,Log.types_audio
563,16,F,3,37,98,Y,3,3,2+,2+,2,1.0986122886681098,104,4,175,6,4.653960350157523,1.6094379124341003,5.170483995038151,1.9459101490553132
563,17,F,3,37,98,Y,3,3,2+,2+,9,2.302585092994046,15,4,14,4,2.772588722239781,1.6094379124341003,2.70805020110221,1.6094379124341003
563,18,F,3,37,98,Y,3,3,2+,2+,14,2.70805020110221,NA,NA,NA,NA,NA,NA,NA,NA
288,06,M,4,27,110.9,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
288,07,M,4,27,110.9,Y,1,1,One,One,2,1.0986122886681098,0,0,0,0,0,0,0,0
288,08,M,4,27,110.9,Y,1,1,One,One,3,1.3862943611198906,0,0,0,0,0,0,0,0
288,09,M,4,27,110.9,Y,1,1,One,One,3,1.3862943611198906,0,0,0,0,0,0,0,0
288,10,M,4,27,110.9,Y,1,1,One,One,4,1.6094379124341003,0,0,0,0,0,0,0,0
288,11,M,4,27,110.9,Y,1,1,One,One,9,2.302585092994046,0,0,0,0,0,0,0,0
288,12,M,4,27,110.9,Y,1,1,One,One,10,2.3978952727983707,0,0,0,0,0,0,0,0
288,13,M,4,27,110.9,Y,1,1,One,One,21,3.091042453358316,0,0,0,0,0,0,0,0
288,14,M,4,27,110.9,Y,1,1,One,One,21,3.091042453358316,0,0,0,0,0,0,0,0
288,15,M,4,27,110.9,Y,1,1,One,One,1,0.6931471805599453,0,0,0,0,0,0,0,0
288,16,M,4,27,110.9,Y,1,1,One,One,1,0.6931471805599453,0,0,0,0,0,0,0,0
288,17,M,4,27,110.9,Y,1,1,One,One,5,1.791759469228055,3,1,10,1,1.3862943611198906,0.6931471805599453,2.3978952727983707,0.6931471805599453
288,18,M,4,27,110.9,Y,1,1,One,One,7,2.0794415416798357,NA,NA,NA,NA,NA,NA,NA,NA
220,06,M,4,31,118.1,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
220,07,M,4,31,118.1,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
220,08,M,4,31,118.1,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
220,09,M,4,31,118.1,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
220,10,M,4,31,118.1,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
220,11,M,4,31,118.1,N,0,0,None,None,2,1.0986122886681098,0,0,7,2,0,0,2.0794415416798357,1.0986122886681098
220,12,M,4,31,118.1,N,0,0,None,None,NA,NA,0,0,0,0,0,0,0,0
220,13,M,4,31,118.1,N,0,0,None,None,1,0.6931471805599453,0,0,5,2,0,0,1.791759469228055,1.0986122886681098
220,14,M,4,31,118.1,N,0,0,None,None,1,0.6931471805599453,20,3,0,0,3.044522437723423,1.3862943611198906,0,0
220,15,M,4,31,118.1,N,0,0,None,None,4,1.6094379124341003,3,1,1,1,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453
220,16,M,4,31,118.1,N,0,0,None,None,4,1.6094379124341003,3,2,109,9,1.3862943611198906,1.0986122886681098,4.700480365792417,2.302585092994046
220,17,M,4,31,118.1,N,0,0,None,None,10,2.3978952727983707,62,5,20,5,4.143134726391533,1.791759469228055,3.044522437723423,1.791759469228055
220,18,M,4,31,118.1,N,0,0,None,None,19,2.995732273553991,NA,NA,NA,NA,NA,NA,NA,NA
